"type","variance","bias","mse","gl"
"Gaussian",0.529537075708909,1.23660024167235,2.0576581592616,1
"Laplace",0.360508860256326,0.71399645001202,0.86957877316558,1
"Cauchy",0.0187668581227071,0.0757634577661136,0.0244694259391394,1
"Pareto",0.0180852589421792,0.0730609619092516,0.0233869925794,1
"NND",0.0244368299490755,-0.0100623741311566,0.0244892076623327,1
"SS",0.0181592559074969,-0.0414913705630772,0.0198444712268845,1
"Gaussian",0.156499341100038,0.316493112900925,0.256354232931556,2
"Laplace",0.0243851343588445,0.124285788072654,0.0397833212069674,2
"Cauchy",0.00795995860138209,0.0381092152635825,0.00939635097218539,2
"Pareto",0.00825334035440366,0.034348044733915,0.00941662185073787,2
"NND",0.0186205379542933,-0.000577009361977387,0.0185836298181886,2
"SS",0.01055831422599,-0.0315594529615145,0.011533196668768,2
"Gaussian",0.0257475030112285,0.104667287312407,0.0366512490385439,3
"Laplace",0.00871078745814492,0.0547706649161807,0.0116931916185892,3
"Cauchy",0.0060312578114846,0.0420737465528333,0.00778939544485368,3
"Pareto",0.00626245687475963,0.0299310520251666,0.00714579983634334,3
"NND",0.0150679185149196,0.00679223168871902,0.015083917089203,3
"SS",0.00838915542190935,-0.0213580332652413,0.00882854269602468,3
"Gaussian",0.0118969720164552,0.0531139987962951,0.0146942749405552,4
"Laplace",0.00617893849341809,0.031216248516996,0.0071410347879061,4
"Cauchy",0.00527032647301267,0.0364657401477629,0.00658953602459081,4
"Pareto",0.00538182540518645,0.0196041192925791,0.00575538324761375,4
"NND",0.013888634388403,-0.00568115589926617,0.0138931326519779,4
"SS",0.00746352605985878,-0.0291163398568173,0.00829636025439675,4
"Gaussian",0.00615246394455589,0.0342614152858693,0.00731400359405757,5
"Laplace",0.00475995449200695,0.0242945911344901,0.00534066174141498,5
"Cauchy",0.00440404448330186,0.0380483852493168,0.00584291601441569,5
"Pareto",0.00447146058606617,0.0186234032959897,0.00480934881521912,5
"NND",0.0152897275816083,0.00115877349132529,0.0152604908824493,5
"SS",0.00755598454784057,-0.0234036112602641,0.00808860159876645,5
"Gaussian",0.00376708147912477,0.0157018175694549,0.00400609439115096,10
"Laplace",0.00357792030421761,0.0142577124901124,0.00377404682905988,10
"Cauchy",0.00359293691939972,0.0373965623208595,0.00498425391897885,10
"Pareto",0.00354792646971184,0.0126356539968299,0.00370049036870002,10
"NND",0.014336951034879,-0.011174471680583,0.0144331459501494,10
"SS",0.00696028262964972,-0.0293753645525386,0.00780927410698496,10
"Gaussian",0.0030016974891592,0.0150013599745266,0.00322073489526621,15
"Laplace",0.00297536304323404,0.0151984179604191,0.00320040422564716,15
"Cauchy",0.00312941209480012,0.0409056048069351,0.00479642177523167,15
"Pareto",0.00298509498324004,0.0143042543539938,0.00318373648589731,15
"NND",0.0129089062718813,-0.0056769836001649,0.0129153166021341,15
"SS",0.00592962871106697,-0.0252626487826636,0.00655597087716105,15
"Gaussian",0.00309544081052257,0.00997666748533481,0.00318878382301446,20
"Laplace",0.00301683388007853,0.010473110946832,0.00312048626522302,20
"Cauchy",0.00305959337006778,0.0362919636540927,0.00437058080919763,20
"Pareto",0.00300383332419213,0.00973841984301402,0.00309266247858256,20
"NND",0.0137575733596454,-0.00290542048502292,0.0137384996811209,20
"SS",0.00618905617830663,-0.0255560809730209,0.00682979134064962,20
"Gaussian",0.00289186756652548,0.0140793772967582,0.0030843126964569,50
"Laplace",0.00287856239126294,0.0153378620196482,0.00310805527781418,50
"Cauchy",0.00301083954755932,0.042540090062833,0.00481447713101814,50
"Pareto",0.00287700736036196,0.0150045721390648,0.00309639053071763,50
"NND",0.0129890018215827,0.000611610534711552,0.0129633978853857,50
"SS",0.0059538458846948,-0.0219517994072119,0.00642381969013988,50
"Gaussian",0.00296215338314027,0.0142025595705842,0.00315794177472998,100
"Laplace",0.0029650787481291,0.0160131160300488,0.00321556847562465,100
"Cauchy",0.00306360554633475,0.0443491048697265,0.00502432143798807,100
"Pareto",0.00298070500171944,0.0156962487724789,0.00322111581724354,100
"NND",0.0131677150556711,0.00816782131749946,0.0132080929306343,100
"SS",0.00616801764921019,-0.0162289506199615,0.00641906045213692,100
