"bloco","inicio","fim","sim_otimo","alpha_otimo","beta_otimo","tipo_melhor","convergencia"
1,0,0.49,-0.372006761727966,198.327333949643,11.0943404155275,"light",0
2,0.01,0.5,-0.362735624443406,235.632897584697,13.4235987195763,"light",0
3,0.02,0.51,-0.355101813226564,223.762667107679,13.0688051793379,"light",0
4,0.03,0.52,-0.352222049043228,192.857771582136,11.0403329142959,"light",0
5,0.04,0.53,-0.355261466321934,174.844141662633,9.9597301377472,"light",0
6,0.05,0.54,-0.354986108847021,238.27260781394,13.6844859503275,"light",0
7,0.06,0.55,-0.43157821813731,96.9826058256708,5.04070967467172,"light",0
8,0.07,0.56,-0.503988744824498,205.530062850455,10.1041037429777,"light",0
9,0.08,0.57,-0.548951781510873,242.704813645906,11.8507878117618,"light",0
10,0.09,0.58,-0.657109275673676,286.508431952354,8.99799900316253,"light",0
11,0.1,0.59,-0.561557184704084,184.051945220376,9.62924877138652,"light",0
12,0.11,0.6,-0.473343047124836,202.42542926814,11.4038257198763,"light",0
13,0.12,0.61,-0.425297969022998,222.336078348347,13.7997856331084,"light",0
14,0.13,0.62,-0.388009403719645,204.763378169942,11.9049620249584,"light",0
15,0.14,0.63,-0.354615560105765,247.359946518975,15.4164933510542,"light",0
16,0.15,0.64,-0.351017553300281,189.568584806447,11.771828007695,"light",0
17,0.16,0.65,-0.355997724712526,253.038919821935,15.2296449313715,"light",0
18,0.17,0.66,-0.355748324740685,234.009621573948,14.1433951874144,"light",0
19,0.18,0.67,-0.347206610498531,205.490910323994,12.8369951450195,"light",0
20,0.19,0.68,-0.343963406904531,215.310796419049,13.5254748883648,"light",0
21,0.2,0.69,-0.343654352333793,210.841257561375,13.2326374809197,"light",0
22,0.21,0.7,-0.344873924182577,247.660650541223,15.1699777140012,"light",0
23,0.22,0.71,-0.350792015829719,252.158355105304,14.4898144454295,"light",0
24,0.23,0.72,-0.359168316086096,237.626770432714,12.6942605615492,"light",0
25,0.24,0.73,-0.366664178614263,218.212288418773,10.9596110174971,"light",0
26,0.25,0.74,-0.380175560773375,5.15384458978492,0.191721445969943,"light",0
27,0.26,0.75,-0.376233176664945,11.6377536837416,0.525921059589491,"light",0
28,0.27,0.76,-0.376851059040359,37.2448294830624,1.84736461785455,"light",0
29,0.28,0.77,-0.382579574223106,20.6680913873679,0.998817544621612,"light",0
30,0.29,0.78,-0.38588439486117,219.244886895492,11.6868105602264,"light",0
31,0.3,0.79,-0.389917831984683,252.361312675378,14.121315238767,"light",0
32,0.31,0.8,-0.39752110557611,218.172400747963,12.943980011429,"light",0
33,0.32,0.81,-0.41086319376256,196.375323755863,11.754663364046,"light",0
34,0.33,0.82,-0.424326200587672,203.441559436269,11.9776533172195,"light",0
35,0.34,0.83,-0.455680839771096,256.118703232713,13.6543891076229,"light",0
36,0.35,0.84,-0.482421088753521,14.335063151141,0.627859078972163,"light",0
37,0.36,0.85,-0.478505987963212,101.362926142301,4.84980111790224,"light",0
38,0.37,0.86,-0.470726128932547,220.808528509656,11.0812509714712,"light",0
39,0.38,0.87,-0.462213934962974,215.691612232665,10.7265424166118,"light",0
40,0.39,0.88,-0.462146047241912,142.678995265939,7.04497256492732,"light",0
41,0.4,0.89,-0.460744164809019,239.84223860167,12.6489043028837,"light",0
42,0.41,0.9,-0.4607535794237,200.925703333374,10.8993349686799,"light",0
43,0.42,0.91,-0.463298933512008,192.372508209304,10.3467768942243,"light",0
44,0.43,0.92,-0.463238854644951,260.544965108242,14.1532059342363,"light",0
45,0.44,0.93,-0.464965448619816,214.308585607794,11.6140012206093,"light",0
46,0.45,0.94,-0.466159853006331,149.236320645878,8.12961569263323,"light",0
47,0.46,0.95,-0.465744631121074,198.626767058528,10.7316142470639,"light",0
48,0.47,0.96,-0.479716016812363,185.503229996229,9.74775730834613,"light",0
49,0.48,0.97,-0.506076221378123,205.389780950672,10.6829835715878,"light",0
50,0.49,0.98,-0.532349774293424,221.893917061404,11.1662781238151,"light",0
51,0.5,0.99,-0.542284475484829,109.423227279785,5.26115291126898,"light",0
52,0.51,1,-0.535686978818594,195.873360292514,8.6353090793232,"light",0
53,0.52,1.01,-0.525972630533257,276.900673574658,11.3324262557924,"light",0
54,0.53,1.02,-0.50246207303297,171.612661625528,6.95904942274314,"light",0
55,0.54,1.03,-0.470721545438973,125.634588842793,5.31523880479677,"light",0
56,0.55,1.04,-0.453210471766128,218.133833406511,8.89034164847175,"light",0
57,0.56,1.05,-0.420121533839892,233.840561858275,10.1065451883638,"light",0
58,0.57,1.06,-0.393815198707236,250.896261573844,11.2696005763871,"light",0
59,0.58,1.07,-0.373012662630723,108.545116292155,5.17724965920127,"light",0
60,0.59,1.08,-0.363071794576595,219.037167163979,10.4849062351616,"light",0
61,0.6,1.09,-0.3824948154497,174.948001355669,8.5936715789044,"light",0
62,0.61,1.1,-0.475051486913592,240.126798309619,8.53401329879582,"light",0
63,0.62,1.11,-0.476986783262712,233.951286612952,8.9589425336174,"light",0
64,0.63,1.12,-0.533958582830783,295.989994397267,9.58313331756196,"light",0
65,0.64,1.13,-0.459267771811109,251.638644957331,11.5605340384789,"light",0
66,0.65,1.14,-0.325309787545013,2.83298924287501,0.114672181293596,"light",0
67,0.66,1.15,-0.296622228053398,2.19141437328911,0.0621261635506074,"light",0
68,0.67,1.16,-0.244583353667734,2.95324809217048,0.113182351623893,"light",0
