"type","variance","bias","mse","gl"
"Gaussian",0.569515347710876,1.21594034141683,2.04688723090032,1
"Laplace",0.418647141994547,0.729247212774376,0.949611345049755,1
"Cauchy",0.0198438472074214,0.0791883987613167,0.0260749620113879,1
"Pareto",0.0190437690129042,0.0771397333260932,0.0249562199324992,1
"NND",0.0272291238618487,0.00169108286698376,0.027177525375388,1
"SS",0.0198956546054116,-0.0334187417030458,0.0209726755932157,1
"Gaussian",0.121785177743395,0.276406407291472,0.197942109379688,2
"Laplace",0.0209887662923879,0.112989799602654,0.0337134835740511,2
"Cauchy",0.0082816544421017,0.0388868421008517,0.00977727762179407,2
"Pareto",0.00855643357172814,0.0346715605181066,0.00974143781334541,2
"NND",0.0174090343578326,-0.00492099439048084,0.0173984324749081,2
"SS",0.0103123625762024,-0.0326573262299117,0.0113582388075369,2
"Gaussian",0.0234673050444386,0.101621795796275,0.0337473598152095,3
"Laplace",0.00792330861522474,0.0537083843777447,0.0107920525504619,3
"Cauchy",0.005324837314531,0.0404244853953788,0.00694832665938312,3
"Pareto",0.00551937706866005,0.0284175515906482,0.00631589555292988,3
"NND",0.0147945436922826,0.00812368044866203,0.01483094878893,3
"SS",0.0079590075378596,-0.0218703968731664,0.00842140378217368,3
"Gaussian",0.0125848235459816,0.057812671734545,0.0159019589119758,4
"Laplace",0.00569528773574915,0.0345920098216261,0.00688050430377713,4
"Cauchy",0.00467792672221758,0.0385965504196508,0.00615826457306978,4
"Pareto",0.00481666836124234,0.0226610968953928,0.00532056033702223,4
"NND",0.0135961118216879,0.0076842255128445,0.0136279669197768,4
"SS",0.00700563952402937,-0.0216327980385983,0.0074596061959601,4
"Gaussian",0.0058981171080703,0.0365846525712341,0.00722475767761207,5
"Laplace",0.00448907382159588,0.0248692212013158,0.00509857383711266,5
"Cauchy",0.00410379433071636,0.0372415295600335,0.00548251826602577,5
"Pareto",0.00420377576718672,0.0182583289521768,0.00452873479177825,5
"NND",0.0133221063430492,-0.00757345153023381,0.0133528192984439,5
"SS",0.006560731876032,-0.0285409045307706,0.0073621936437145,5
"Gaussian",0.00326034824645411,0.0136622862977534,0.00344048561684298,10
"Laplace",0.00316161431367519,0.0121221095535914,0.00330223662507712,10
"Cauchy",0.00328539337932429,0.0355761825668857,0.00454448735859802,10
"Pareto",0.00316605573650418,0.0106241896745027,0.00327259703127099,10
"NND",0.0142083514088851,-0.000142581420579251,0.0141799550355288,10
"SS",0.0064327114815071,-0.0239402167650909,0.00699298003730362,10
"Gaussian",0.00330641446463849,0.0144771845576141,0.00350939050842443,15
"Laplace",0.00319532031995479,0.0148631725122195,0.00340984357644288,15
"Cauchy",0.00323522667368171,0.0408819055820987,0.00490008642435798,15
"Pareto",0.00317552352651375,0.0142714637299794,0.00337284715645684,15
"NND",0.0131224320769456,-0.000867543910552866,0.0130969398452285,15
"SS",0.00595153035567931,-0.0222918109408688,0.00643655212999139,15
"Gaussian",0.0030634706211307,0.0140809198885045,0.00325561598479492,20
"Laplace",0.00304682734729378,0.0149198548747592,0.00326333576208307,20
"Cauchy",0.00320770439114965,0.0417156284663701,0.00494148264071157,20
"Pareto",0.00306684791335068,0.0142883666586816,0.00326487163929691,20
"NND",0.0126609939028977,0.00640871362163358,0.012676743525376,20
"SS",0.00583753530944948,-0.0184421364641969,0.00616597263619464,20
"Gaussian",0.0025469201265734,0.0156444330975318,0.0027865745732634,50
"Laplace",0.00251190489333836,0.0171407288068113,0.00280068566758034,50
"Cauchy",0.00262562788110472,0.0448756139933577,0.00463419735662335,50
"Pareto",0.0025099844872122,0.0168134513900816,0.00278765666588441,50
"NND",0.0145161958423945,0.0016273828449452,0.0144898118256337,50
"SS",0.00641905612628095,-0.0183233755491116,0.00674196410554216,50
"Gaussian",0.00277724705454344,0.0096035471779837,0.00286392067883411,100
"Laplace",0.00273996672954043,0.0112650470699324,0.00286138808156914,100
"Cauchy",0.0027836287089419,0.0395805900720403,0.00434468456197491,100
"Pareto",0.00272855384498735,0.0110599330194659,0.00284541885569245,100
"NND",0.0131699262568802,-0.00125538190233144,0.0131451623880871,100
"SS",0.00549295419034213,-0.0231271107279216,0.006016831532583,100
